-34.0146,-25.9325,-72.57
-34.9703,-20.0655,-119.221
-36.1298,-34.3185,-120.747
-55.9483,-81.9811,-80.9399
-88.7356,-123.858,-78.7746
-92.2306,-107.434,-117.359
-59.9852,-53.1624,-140.257
-36.4927,-36.9459,-115.912
-45.1484,-70.7341,-71.9495
-72.5087,-105.502,-69.4128
-76.8098,-91.5904,-104.472
-50.8808,-45.818,-126.328
-34.5516,-33.7848,-108.411
-42.9765,-63.0712,-71.4652
-67.1435,-94.3424,-69.0352
-76.1978,-87.0949,-98.8878
-55.2845,-48.0682,-114.46
-33.6287,-30.2012,-94.529
-35.5494,-49.4016,-64.5277
-56.3113,-76.0339,-67.4054
-63.2457,-71.4193,-92.0524
-50.2962,-45.2089,-105.645
-42.3396,-39.9619,-94.708
-44.2351,-55.6098,-69.0352
-53.7072,-71.9989,-63.4999
-56.3431,-67.8835,-78.8812
-45.1435,-45.778,-89.1298
-37.8711,-38.8822,-81.8711
-38.462,-48.9342,-63.6267
-46.1736,-60.6008,-60.1837
-52.6047,-60.8563,-74.3586
-48.9233,-48.2038,-86.8624
-41.1255,-39.8227,-81.179
-33.8441,-40.0113,-62.2864
-34.0606,-45.7208,-55.1659
-34.142,-44.686,-57.587
-35.3557,-40.6861,-65.4934
-44.3702,-47.175,-73.3063
-44.8064,-50.1385,-65.9003
-41.783,-51.6243,-59.257
-42.825,-53.8026,-62.3071
-40.6889,-48.5651,-65.3895
-37.6473,-45.609,-63.2929
-37.1777,-47.1759,-60.4632
-41.3846,-51.6424,-63.8064
-34.1341,-46.1168,-54.1451
-22.2993,-34.6583,-41.8514
-28.2377,-37.5025,-51.0666
-31.9109,-37.9467,-59.4476
-31.6966,-36.5571,-60.4816
-34.6795,-41.3702,-58.2082
-35.2,-44.165,-55.487
-32.1459,-42.1578,-53.7985
-23.2425,-32.0581,-48.9186
-21.2655,-28.6712,-49.3547
-23.7228,-32.8043,-46.5741
-22.6893,-33.1677,-39.8605
-22.2296,-32.1878,-41.0209
-21.6288,-27.8445,-48.925
-21.441,-24.0101,-52.829
-19.4852,-24.6363,-42.3209
-22.7793,-31.4477,-37.5291
-29.0709,-37.2181,-46.6141
-23.5109,-27.8191,-50.7357
-18.1515,-20.2768,-48.1059
-16.6476,-22.9795,-35.238
-17.6033,-27.1639,-24.2136
-30.1573,-34.7364,-37.3305
-40.2642,-37.3404,-60.9375
-39.9927,-37.6364,-69.1726
-33.7812,-39.4315,-52.93
-31.896,-41.9186,-39.0389
-35.4585,-42.2369,-45.0953
-29.5278,-28.4123,-52.0631
-24.9905,-18.9587,-51.9775
-26.693,-25.2311,-41.578
-27.3603,-33.7375,-31.2925
-27.0075,-35.5924,-33.7178
-21.2206,-24.6523,-41.055
-16.7855,-16.4771,-45.0254
-16.889,-20.1324,-38.0432
-24.0933,-29.7596,-36.9226
-33.4161,-35.7366,-51.2716
-29.4032,-26.2582,-63.5656
-22.5734,-19.8618,-66.5681
-19.722,-24.6016,-54.5122
-20.7783,-29.6624,-43.3972
-25.9666,-32.2551,-50.1922
-24.4324,-25.6254,-61.2534
-22.5295,-22.3248,-64.5791
-26.7865,-31.2811,-57.4901
-34.5686,-42.2251,-54.9196
-38.3885,-42.6619,-62.0899
-32.2616,-28.5348,-67.6395
-29.8278,-23.5299,-69.1684
-33.5449,-34.6891,-61.2564
-40.6517,-47.8641,-57.3323
-43.0112,-49.4225,-63.7489
-26.2918,-30.257,-62.6397
-11.2769,-15.9992,-54.804
-13.2839,-21.4247,-44.7108
-28.5408,-36.6462,-48.0515
-43.4254,-46.4935,-67.841
-36.9751,-33.796,-77.1875
-24.4165,-20.5018,-71.7969
-23.703,-26.2204,-60.779
-31.5479,-38.9286,-56.8335
-35.08,-41.1067,-60.6892
-26.572,-27.1506,-62.953
-21.4494,-20.4282,-63.974
-24.6805,-29.0678,-58.6112
-31.1908,-39.4843,-54.8301
-32.6908,-38.965,-58.0445
-21.0791,-21.1555,-59.4215
-12.1778,-9.24479,-56.9694
-15.1455,-16.0255,-48.5765
-27.4478,-32.1204,-47.996
-38.9575,-43.5143,-59.8026
-33.2725,-34.4523,-65.9328
-20.6094,-20.6955,-58.551
