-12.1738,-58.4818,78.9567
-684.589,-848.519,-196.604
-2069.68,-2285.92,-1189.97
-1925.25,-1983.34,-1429.31
529.093,687.146,47.9852
2332.36,2493.21,1479.45
1143.87,1099.76,986.664
-1339.69,-1516.37,-700.484
-1798.16,-1867.1,-1308.73
213.351,331.336,-120.998
1837.91,1968.76,1146.73
962.036,929.41,814.798
-1044.77,-1186.01,-541.716
-1441.7,-1498.28,-1047.06
163.462,256.884,-99.1815
1475.78,1582.41,923.497
791.955,771.774,670.995
-807.403,-913.452,-408.724
-1141.28,-1184.01,-825.781
114.68,186.416,-91.5819
1152.91,1233.55,709.567
636.208,617.548,521.325
-601.359,-685.486,-309.504
-878.511,-911.438,-637.614
69.7742,126.735,-82.433
869.457,935.7,529.256
505.322,498.532,401.962
-405.528,-463.443,-204.702
-630.575,-655.314,-455.157
38.5775,78.5035,-64.8197
624.022,673.549,379.684
395.115,394.853,310.476
-232.351,-268.559,-103.687
-413.221,-427.896,-293.825
9.08517,36.6142,-54.963
397.458,430.561,233.988
275.749,277.486,204.039
-110.595,-130.333,-49.9809
-247.278,-253.903,-179.059
-23.6584,-2.76184,-51.9315
203.237,234.494,110.74
176.826,195.574,115.205
4.40819,7.33249,5.92762
-99.6634,-100.751,-76.7901
-64.4872,-58.1204,-66.9202
15.9117,32.5131,-20.5915
76.4086,98.5756,22.053
96.3759,115.694,48.6943
32.2024,39.3106,21.5976
-80.8277,-84.2451,-52.8726
-116.166,-114.519,-99.0422
18.0332,35.1874,-26.958
186.721,208.944,99.1484
141.44,147.878,99.3809
-102.828,-113.622,-57.0209
-241.382,-244.858,-185.349
-50.5923,-28.8356,-90.1523
247.577,278.278,125.672
235.499,242.539,165.474
-95.9835,-116.195,-37.1678
-314.707,-327.475,-226.075
-94.0141,-71.1359,-127.591
295.448,335.508,145.881
303.823,316.789,211.139
-107.023,-130.853,-37.3266
-392.077,-412.412,-276.811
-134.304,-114.782,-161.175
338.967,379.621,169.767
364.223,374.549,252.654
