209.504,199.455,187.219
275.445,234.821,262.109
200.603,104.897,235.863
138.264,75.5778,192.75
301.058,376.716,290.016
512.153,666.785,429.09
479.868,553.007,415.719
247.44,193.788,266.594
126.455,70.7999,181.988
260.442,321.284,263.081
449.271,583.908,387.33
432.892,505.186,381.236
243.338,210.608,257.644
138.248,101.809,183.187
239.905,298.811,243.961
390.82,510.374,345.045
380.174,449.265,345.019
232.432,217.286,250.034
154.606,135.795,193.451
238.121,293.05,241
353.226,455.111,314.671
338.921,401.48,308.174
220.527,216.909,232.601
159.258,151.724,191.199
224.664,273.346,231.825
314.12,399.532,290.665
303.155,361.67,284.774
215,227.48,227.252
169.58,180.767,196.268
216.518,267.745,225.391
282.455,357.864,268.324
275.274,328.447,262.511
212.356,230.428,218.794
180.748,196.788,196.708
210.706,253.673,216.594
250.524,311.568,242.948
243.749,295.054,237.007
203.747,235.082,209.143
180.335,207.611,193.074
192.13,231.852,200.78
213.363,263.008,214.723
211.06,257.399,211.119
192.263,230.611,196.181
181.384,218.32,188.123
185.027,225.685,191.431
192.759,236.572,197.798
193.935,239.046,196.998
194.817,239.82,194.691
193.092,235.247,192.055
180.707,217.959,184.184
172.256,208.87,180.672
180.444,224.11,186.797
197.826,249.494,196.421
202.9,251.592,198.155
184.323,218.909,186.254
161.91,190.107,171.893
163.563,203.928,171.724
192.858,248.473,191.549
210.729,264.704,205.672
185.072,222.445,188.451
147.837,176.763,161.31
145.698,187.442,157.712
179.122,238.582,180.638
201.573,258.747,198.929
177.946,212.216,185.271
139.107,159.288,159.039
138.667,174.029,157.204
176.176,235.079,181.176
194.516,251.535,194.016
162.032,193.369,174.067
119.772,137.448,145.923
124.062,161.163,145.343
174.367,239.94,176.527
205.459,270.153,199.289
174.056,208.702,181.054
121.344,138.133,143.972
112.728,149.063,131.821
155.026,221.393,155.897
181.23,246.949,174.104
147.06,181.538,154.323
100.8,115.312,125.964
105.987,138.544,128.426
157.878,220.848,161.182
187.309,250.124,182.598
153.146,183.521,164.176
103.491,112.377,133.693
104.715,130.679,132.951
153.92,209.99,163.334
180.55,236.945,180.954
144.104,168.664,157.731
93.5515,98.0895,122.965
97.2288,121.983,119.509
153.333,211.49,150.673
186.415,246.791,171.544
150.691,179.846,150.03
95.576,104.632,113.769
91.1833,121.013,106.053
139.197,203.496,134.075
171.629,237.354,158.905
142.037,174.897,145.079
93.1861,105.891,114.293
95.4541,127.721,113.22
148.099,209.38,146.527
177.097,235.242,166.586
139.704,166.838,142.81
85.7161,95.8674,106.752
83.9012,113.27,102.837
132.88,192.285,133.362
161.3,221.691,153.495
125.169,155.764,130.616
73.8842,85.1028,94.7212
75.3539,103.988,91.9241
124.203,182.092,121.621
149.617,208.817,137.193
115.163,147.655,114.785
70.2048,86.7708,87.1485
73.7634,106.785,90.1796
120.286,178.066,120.889
146.439,202.985,139.43
115.775,146.318,120.824
71.8296,86.6155,91.7465
71.5137,101.233,88.0466
111.292,165.677,110.854
134.605,190.379,126.773
110.089,142.21,113.489
74.3647,90.4867,90.4518
75.4745,104.424,87.763
111.05,161.793,108.381
128.93,179.347,120.279
100.07,128.409,101.906
62.909,78.289,76.4536
65.8349,95.0909,75.9392
103.495,154.725,99.6192
121.644,174.061,112.659
93.7689,124.929,95.9842
57.4348,73.9861,71.9165
57.416,84.8953,68.7895
92.7185,139.239,90.2045
114.215,160.795,105.507
90.3359,117.701,90.5615
54.4049,69.2912,65.8858
55.7783,80.4796,66.0339
90.5859,131.962,90.8633
105.373,146.276,102.02
81.1513,104.227,85.2987
52.9075,64.8418,65.9104
53.5848,74.9112,65.5267
82.6145,120.186,84.8661
99.1098,138.34,96.1583
77.2479,101.14,79.7541
47.221,59.9847,56.0168
44.3337,65.375,49.879
67.2621,104.126,63.8116
83.9705,122.83,77.3073
72.8754,97.7587,72.0482
50.821,65.6853,56.1857
46.688,67.8175,49.7798
66.9491,99.7684,61.2615
